survey_id,site_code,location_type,survey_date,time_start,time_end,observer,disturbances,sight_obstruct,noise_level,site_condition
1925,EN-7B,riparian,2003-10-27,08:50:00,09:05:00,SuWi,False,,,
1895,W-15,ESCA,2003-10-28,06:58:00,07:13:00,KaGr,False,,,
1878,V-16,ESCA,2003-10-28,07:46:00,08:01:00,KaGr,False,,,
1877,W-17,ESCA,2003-10-28,08:21:00,08:36:00,KaGr,False,,,
1876,V-18,ESCA,2003-10-28,09:22:00,09:37:00,KaGr,False,,,
1875,EE-15A,riparian,2003-10-28,10:15:00,10:30:00,KaGr,False,,,
1879,AE-23,ESCA,2003-10-30,09:30:00,09:45:00,KaGr,False,,,
1880,AD-21,ESCA,2003-10-30,07:05:00,07:20:00,KaGr,False,,,
1991,T-19,ESCA,2003-10-30,06:45:00,07:00:00,SuWi,False,,,
1988,S-16,ESCA,2003-10-30,07:30:00,07:45:00,SuWi,False,,,
1987,V-16,ESCA,2003-10-30,08:15:00,08:30:00,SuWi,False,,,
1899,NDV-M,NDV,2003-10-30,07:39:00,07:54:00,KaGr,False,,,
1898,NDV-N,NDV,2003-10-30,08:44:00,08:59:00,KaGr,False,,,
1897,NDV-X,NDV,2003-10-30,08:24:00,08:39:00,KaGr,False,,,No human activity
1896,NDV-O,NDV,2003-10-30,08:03:00,08:18:00,KaGr,False,,,
1927,U-13,ESCA,2003-10-31,07:55:00,08:10:00,SuWi,False,,,
1984,V-14,ESCA,2003-10-31,09:30:00,09:45:00,SuWi,False,,,
1985,EE-7C,riparian,2003-10-31,08:40:00,08:55:00,SuWi,False,,,
1986,U-12,ESCA,2003-10-31,07:10:00,07:25:00,SuWi,False,,,
1983,EN-4B,riparian,2003-11-01,08:05:00,08:20:00,SuWi,False,,,
1928,F-8,ESCA,2003-11-01,07:25:00,07:40:00,SuWi,False,,,
1929,M-16,ESCA,2003-11-01,10:00:00,10:15:00,SuWi,False,,,
1982,N-12,ESCA,2003-11-01,09:10:00,09:25:00,SuWi,False,,,
1981,PN-1B,riparian,2003-11-02,09:10:00,09:25:00,SuWi,False,,,
1936,T-11,ESCA,2003-11-03,08:15:00,08:30:00,SuWi,False,,,
1979,R-12,ESCA,2003-11-03,07:30:00,07:45:00,SuWi,False,,,
1980,EE-6A,riparian,2003-11-03,06:50:00,07:05:00,SuWi,False,,,
1931,T-13,ESCA,2003-11-03,09:50:00,10:05:00,SuWi,False,,,
1930,PE-13A,riparian,2003-11-03,09:15:00,09:30:00,SuWi,False,,,
1901,PE-11A,riparian,2003-11-06,08:30:00,08:45:00,KaGr,False,,,
1932,V-13,ESCA,2003-11-06,08:30:00,08:45:00,SuWi,False,,,
1900,PN-1B,riparian,2003-11-06,07:04:00,07:19:00,KaGr,False,,,
1890,Z-23,ESCA,2003-11-06,10:30:00,10:45:00,KaGr,False,,,
1889,AA-20,ESCA,2003-11-06,09:51:00,10:06:00,KaGr,False,,,
1882,AB-19,ESCA,2003-11-06,09:14:00,09:29:00,KaGr,False,,,
1881,AC-16,ESCA,2003-11-06,07:45:00,08:00:00,KaGr,False,,,
1933,I-11,ESCA,2003-11-07,07:20:00,07:35:00,SuWi,False,,,
1894,PN-2A,riparian,2003-11-07,08:09:00,08:24:00,KaGr,False,,,
1893,AD-10,ESCA,2003-11-07,08:54:00,09:09:00,KaGr,False,,,
1892,AA-17,ESCA,2003-11-07,09:57:00,10:12:00,KaGr,False,,,
1891,AF-12,ESCA,2003-11-07,07:16:00,07:31:00,KaGr,False,,,
1934,G-15,ESCA,2003-11-07,08:10:00,08:25:00,SuWi,False,,,
1935,I-17,ESCA,2003-11-07,09:00:00,09:15:00,SuWi,False,,,
2143,EN-4B,riparian,2003-12-29,10:40:00,10:55:00,DiSt,False,,,
2144,F-8,ESCA,2003-12-29,10:10:00,10:25:00,DiSt,False,,,
2141,P-18,ESCA,2003-12-31,09:55:00,10:10:00,DiSt,False,,,
2142,PE-10B,riparian,2003-12-31,08:50:00,09:05:00,DiSt,False,,,
2119,T-19,ESCA,2003-12-31,08:05:00,08:20:00,DiSt,False,,,
2122,M-16,ESCA,2004-01-02,09:40:00,09:55:00,DiSt,False,,,
2120,S-16,ESCA,2004-01-02,08:20:00,08:35:00,DiSt,False,,,
2121,P-16,ESCA,2004-01-02,08:55:00,09:10:00,DiSt,False,,,
1998,PE-1D,riparian,2004-01-03,10:45:00,11:00:00,RoJo,False,,,
1999,X-18,ESCA,2004-01-03,09:59:00,10:14:00,RoJo,False,,,
2000,W-17,ESCA,2004-01-03,09:23:00,09:38:00,RoJo,False,,,
2001,V-16,ESCA,2004-01-03,08:55:00,09:10:00,RoJo,False,,,
2002,W-15,ESCA,2004-01-03,08:16:00,08:31:00,RoJo,False,,,
2125,Q-7,ESCA,2004-01-04,09:15:00,09:30:00,DiSt,False,,,
2124,U-8,ESCA,2004-01-04,08:00:00,08:15:00,DiSt,False,,,
2126,O-9,ESCA,2004-01-04,10:00:00,10:15:00,DiSt,False,,,
2133,N-12,ESCA,2004-01-05,08:35:00,08:50:00,DiSt,False,,,
2140,L-7,ESCA,2004-01-05,09:50:00,10:05:00,DiSt,False,,,
2127,I-11,ESCA,2004-01-05,10:30:00,10:45:00,DiSt,False,,,
2129,G-15,ESCA,2004-01-05,11:10:00,11:25:00,DiSt,False,,,
2003,V-18,ESCA,2004-01-06,08:38:00,08:52:00,RoJo,False,,,
2005,EE-15A,riparian,2004-01-07,09:55:00,10:10:00,RoJo,False,,,
2083,Z-23,ESCA,2004-01-07,07:40:00,07:55:00,MaKa,False,,,
2128,I-17,ESCA,2004-01-07,09:30:00,09:45:00,DiSt,False,,,
2004,V-20,ESCA,2004-01-07,08:45:00,09:00:00,RoJo,False,,,
2084,AE-23,ESCA,2004-01-07,08:35:00,08:50:00,MaKa,False,,,
2085,AD-21,ESCA,2004-01-07,09:25:00,09:40:00,MaKa,False,,,
5911,NDV-C,NDV,2004-01-07,10:45:00,11:00:00,MaKa,,,,"50F, cloudy, light breeze"
2086,NDV-M,NDV,2004-01-07,09:55:00,10:10:00,MaKa,False,,,
2006,Y-19,ESCA,2004-01-07,10:25:00,10:40:00,RoJo,False,,,
2087,NDV-O,NDV,2004-01-07,10:20:00,10:35:00,MaKa,False,,,
2088,NDV-X,NDV,2004-01-07,11:08:00,11:23:00,MaKa,False,,,
2145,PN-7A,riparian,2004-01-09,09:25:00,09:40:00,DiSt,False,,,
2146,EN-7B,riparian,2004-01-09,10:10:00,10:25:00,DiSt,False,,,
2118,W-6,ESCA,2004-01-09,11:00:00,11:15:00,DiSt,False,,,
2117,EE-6A,riparian,2004-01-11,09:05:00,09:20:00,DiSt,False,,,
2148,EE-7C,riparian,2004-01-11,10:15:00,10:30:00,DiSt,False,,,
2147,R-12,ESCA,2004-01-11,09:40:00,09:55:00,DiSt,False,,,
2114,T-11,ESCA,2004-01-12,10:30:00,10:45:00,DiSt,False,,,
2077,AA-20,ESCA,2004-01-12,07:32:00,07:47:00,MaKa,False,,,
2149,U-12,ESCA,2004-01-12,09:50:00,10:05:00,DiSt,False,,,
2116,V-14,ESCA,2004-01-12,08:45:00,09:00:00,DiSt,False,,,
2115,PE-13A,riparian,2004-01-12,09:20:00,09:35:00,DiSt,False,,,
2101,AB-19,ESCA,2004-01-12,08:13:00,08:28:00,MaKa,False,,,
2100,PE-11A,riparian,2004-01-12,08:55:00,09:10:00,MaKa,False,,,
2008,S-16,ESCA,2004-01-13,11:00:00,11:15:00,RoJo,False,,,
2007,PE-10B,riparian,2004-01-13,09:19:00,09:34:00,RoJo,False,,,
2009,P-18,ESCA,2004-01-13,09:50:00,10:05:00,RoJo,False,,,
2011,T-19,ESCA,2004-01-13,11:40:00,11:55:00,RoJo,False,,,
2010,P-16,ESCA,2004-01-13,10:25:00,10:40:00,RoJo,False,,,
2014,G-15,ESCA,2004-01-14,10:10:00,10:25:00,RoJo,False,,,
2013,I-17,ESCA,2004-01-14,09:15:00,09:30:00,RoJo,False,,,
2012,M-16,ESCA,2004-01-14,08:40:00,08:55:00,RoJo,False,,,
2078,AC-16,ESCA,2004-01-14,09:45:00,10:00:00,MaKa,False,,,
2018,N-12,ESCA,2004-01-14,13:35:00,13:50:00,RoJo,False,,,
2017,EN-4B,riparian,2004-01-14,12:30:00,12:45:00,RoJo,False,,,
2016,F-8,ESCA,2004-01-14,12:00:00,12:15:00,RoJo,False,,,
2015,I-11,ESCA,2004-01-14,10:55:00,11:10:00,RoJo,False,,,
2076,AA-17,ESCA,2004-01-14,10:25:00,10:40:00,MaKa,False,,,
2113,T-13,ESCA,2004-01-15,09:45:00,10:00:00,DiSt,False,,,
2112,V-13,ESCA,2004-01-15,10:30:00,10:45:00,DiSt,False,,,
2019,X-8,ESCA,2004-01-17,09:30:00,09:45:00,RoJo,False,,,
2020,W-6,ESCA,2004-01-17,10:15:00,10:30:00,RoJo,False,,,
2021,U-8,ESCA,2004-01-17,11:05:00,11:20:00,RoJo,False,,,
2080,PN-2A,riparian,2004-01-20,10:50:00,11:05:00,MaKa,False,,,
2022,R-12,ESCA,2004-01-20,09:20:00,09:35:00,RoJo,False,,,
2023,T-13,ESCA,2004-01-20,09:50:00,10:05:00,RoJo,False,,,
2024,T-11,ESCA,2004-01-20,10:25:00,10:40:00,RoJo,False,,,
2025,EE-6A,riparian,2004-01-20,10:55:00,11:10:00,RoJo,False,,,
2026,U-12,ESCA,2004-01-20,11:35:00,11:50:00,RoJo,False,,,
2027,EE-7C,riparian,2004-01-20,12:10:00,12:25:00,RoJo,False,,,
2028,U-13,ESCA,2004-01-20,12:45:00,13:00:00,RoJo,False,,,
2081,AF-12,ESCA,2004-01-20,09:45:00,10:00:00,MaKa,False,,,
2082,PN-1B,riparian,2004-01-20,08:05:00,08:20:00,MaKa,False,,,
2110,AD-10,ESCA,2004-01-23,09:30:00,09:45:00,DiSt,False,,,
2111,AA-17,ESCA,2004-01-23,08:45:00,09:00:00,DiSt,False,,,
2150,PN-2A,riparian,2004-01-23,10:20:00,10:35:00,DiSt,False,,,
2158,PE-11A,riparian,2004-01-24,09:15:00,09:30:00,DiSt,False,,,
2029,L-7,ESCA,2004-01-24,09:10:00,09:25:00,RoJo,False,,,
2109,AC-16,ESCA,2004-01-24,08:40:00,08:55:00,DiSt,False,,,
2107,AA-20,ESCA,2004-01-24,10:25:00,10:40:00,DiSt,False,,,
2030,O-9,ESCA,2004-01-24,09:55:00,10:10:00,RoJo,False,,,
2108,AB-19,ESCA,2004-01-24,09:55:00,10:10:00,DiSt,False,,,
2031,Q-7,ESCA,2004-01-25,10:35:00,10:50:00,RoJo,False,,,
2033,EN-7B,riparian,2004-01-27,10:30:00,10:45:00,RoJo,False,,,
2032,PN-7A,riparian,2004-01-27,09:55:00,10:10:00,RoJo,False,,,
2105,AE-23,ESCA,2004-01-29,08:45:00,09:00:00,DiSt,False,,,
2079,X-8,ESCA,2004-01-29,08:58:00,09:13:00,MaKa,False,,,
2155,NDV-M,NDV,2004-01-29,11:15:00,11:30:00,DiSt,False,,,
2154,NDV-X,NDV,2004-01-29,10:50:00,11:05:00,DiSt,False,,,
2153,NDV-C,NDV,2004-01-29,10:25:00,10:40:00,DiSt,False,,,
2152,NDV-O,NDV,2004-01-29,10:00:00,10:15:00,DiSt,False,,,
2151,AD-21,ESCA,2004-01-29,09:20:00,09:35:00,DiSt,False,,,
2106,Z-23,ESCA,2004-01-29,08:10:00,08:25:00,DiSt,False,,,
2034,AA-17,ESCA,2004-01-30,10:45:00,11:00:00,RoJo,False,,,
2035,AC-16,ESCA,2004-01-30,10:10:00,10:25:00,RoJo,False,,,
2036,PN-1B,riparian,2004-01-30,09:30:00,09:45:00,RoJo,False,,,
2104,X-8,ESCA,2004-01-31,08:25:00,08:40:00,DiSt,False,,,
2103,AF-12,ESCA,2004-01-31,10:05:00,10:20:00,DiSt,False,,,
2074,X-18,ESCA,2004-02-01,07:45:00,08:00:00,MaKa,False,,,
2139,X-18,ESCA,2004-02-01,09:35:00,09:50:00,DiSt,False,,,
2073,Y-19,ESCA,2004-02-01,08:35:00,08:50:00,MaKa,False,,,
2072,V-20,ESCA,2004-02-01,10:15:00,10:30:00,MaKa,False,,,
2132,Y-19,ESCA,2004-02-01,09:05:00,09:20:00,DiSt,False,,,
2135,PE-1D,riparian,2004-02-01,10:15:00,10:30:00,DiSt,False,,,
2138,EE-15A,riparian,2004-02-01,08:25:00,08:40:00,DiSt,False,,,
2037,PE-11A,riparian,2004-02-02,10:45:00,11:00:00,RoJo,False,,,
2040,Z-23,ESCA,2004-02-02,09:20:00,09:35:00,RoJo,False,,,
2039,AA-20,ESCA,2004-02-02,10:00:00,10:15:00,RoJo,False,,,
2038,AB-19,ESCA,2004-02-02,10:25:00,10:40:00,RoJo,False,,,
2131,PN-1B,riparian,2004-02-03,10:55:00,11:10:00,DiSt,False,,,
2045,AD-21,ESCA,2004-02-04,10:30:00,10:45:00,RoJo,False,,,
2044,NDV-C,NDV,2004-02-04,10:20:00,10:35:00,RoJo,False,,,
2042,NDV-M,NDV,2004-02-04,09:40:00,09:55:00,RoJo,False,,,
2043,NDV-O,NDV,2004-02-04,10:00:00,10:15:00,RoJo,False,,,
2041,NDV-X,NDV,2004-02-04,09:15:00,09:30:00,RoJo,False,,,
2046,AE-23,ESCA,2004-02-04,10:55:00,11:10:00,RoJo,False,,,
2048,V-14,ESCA,2004-02-06,09:20:00,09:35:00,RoJo,False,,,
2071,V-14,ESCA,2004-02-06,10:35:00,10:50:00,MaKa,False,,,
2070,V-13,ESCA,2004-02-06,09:50:00,10:05:00,MaKa,False,,,
2054,W-17,ESCA,2004-02-06,08:00:00,08:15:00,MaKa,False,,,
2047,PE-13A,riparian,2004-02-06,09:55:00,10:10:00,RoJo,False,,,
2069,W-15,ESCA,2004-02-06,08:40:00,08:55:00,MaKa,False,,,
2049,V-13,ESCA,2004-02-06,08:55:00,09:10:00,RoJo,False,,,
2156,W-17,ESCA,2004-02-07,11:05:00,11:20:00,DiSt,False,,,
2137,V-20,ESCA,2004-02-07,09:10:00,09:25:00,DiSt,False,,,
2159,W-15,ESCA,2004-02-08,08:35:00,08:50:00,DiSt,False,,,
2136,U-13,ESCA,2004-02-08,09:25:00,09:40:00,DiSt,False,,,
2157,V-18,ESCA,2004-02-09,08:40:00,08:55:00,DiSt,False,,,
2130,V-16,ESCA,2004-02-09,09:15:00,09:30:00,DiSt,False,,,
2075,EE-7C,riparian,2004-02-09,10:23:00,10:38:00,MaKa,False,,,
2068,U-12,ESCA,2004-02-09,09:00:00,09:15:00,MaKa,False,,,
2067,PE-13A,riparian,2004-02-09,09:35:00,09:50:00,MaKa,False,,,
2053,U-13,ESCA,2004-02-09,08:15:00,08:30:00,MaKa,False,,,
2065,EN-7B,riparian,2004-02-10,09:35:00,09:50:00,MaKa,False,,,
2064,W-6,ESCA,2004-02-10,10:55:00,11:10:00,MaKa,False,,,
2063,AD-10,ESCA,2004-02-10,08:05:00,08:20:00,MaKa,False,,,
2066,PN-7A,riparian,2004-02-10,10:08:00,10:23:00,MaKa,False,,,
2093,P-16,ESCA,2004-02-12,11:00:00,11:15:00,MaKa,False,,,
2094,EE-6A,riparian,2004-02-12,07:35:00,07:50:00,MaKa,False,,,
2052,I-17,ESCA,2004-02-12,09:40:00,09:55:00,MaKa,False,,,
2051,M-16,ESCA,2004-02-12,10:15:00,10:30:00,MaKa,False,,,
2089,G-15,ESCA,2004-02-12,08:50:00,09:05:00,MaKa,False,,,
2090,EE-15A,riparian,2004-02-13,10:05:00,10:20:00,MaKa,False,,,
2091,PE-1D,riparian,2004-02-13,10:35:00,10:50:00,MaKa,False,,,
2099,PE-10B,riparian,2004-02-13,08:45:00,09:00:00,MaKa,False,,,
2102,P-18,ESCA,2004-02-13,08:00:00,08:15:00,MaKa,False,,,
2062,U-8,ESCA,2004-02-14,08:00:00,08:15:00,MaKa,False,,,
2061,Q-7,ESCA,2004-02-14,09:15:00,09:30:00,MaKa,False,,,
2060,O-9,ESCA,2004-02-14,10:00:00,10:15:00,MaKa,False,,,
2059,L-7,ESCA,2004-02-14,10:55:00,11:10:00,MaKa,False,,,
2055,EN-4B,riparian,2004-02-15,10:28:00,10:43:00,MaKa,False,,,
2057,I-11,ESCA,2004-02-15,08:33:00,08:48:00,MaKa,False,,,
2058,N-12,ESCA,2004-02-15,07:30:00,07:45:00,MaKa,False,,,
2056,F-8,ESCA,2004-02-15,09:45:00,10:00:00,MaKa,False,,,
2050,T-11,ESCA,2004-02-16,10:25:00,10:40:00,MaKa,False,,,
2098,R-12,ESCA,2004-02-16,11:00:00,11:15:00,MaKa,False,,,
2097,T-19,ESCA,2004-02-16,08:35:00,08:50:00,MaKa,False,,,
2096,S-16,ESCA,2004-02-16,09:20:00,09:35:00,MaKa,False,,,
2095,T-13,ESCA,2004-02-16,10:00:00,10:15:00,MaKa,False,,,
2092,V-18,ESCA,2004-02-16,08:00:00,08:15:00,MaKa,False,,,
2260,X-18,ESCA,2004-04-03,07:30:00,07:45:00,DiSt,False,,,
2259,Y-19,ESCA,2004-04-03,07:00:00,07:15:00,DiSt,False,,,
2262,W-17,ESCA,2004-04-03,09:00:00,09:15:00,DiSt,False,,,
2164,EE-6A,riparian,2004-04-03,06:25:00,06:40:00,BiHi,False,,,no houses visible
2165,R-12,ESCA,2004-04-03,07:15:00,07:30:00,BiHi,False,,,
2166,T-11,ESCA,2004-04-03,08:00:00,08:15:00,BiHi,False,,,
2167,T-13,ESCA,2004-04-03,08:30:00,08:45:00,BiHi,False,,,
2168,U-12,ESCA,2004-04-03,09:10:00,09:25:00,BiHi,False,,,
2170,EE-7C,riparian,2004-04-03,09:10:00,09:55:00,BiHi,False,,,water flowing in Cave Creek
2261,W-15,ESCA,2004-04-03,08:10:00,08:25:00,DiSt,False,,,"house at 4120 gone, lot fenced w/chain link; cut brush piled along street; house cat chased rabbit across street, flushed birds"
2216,V-14,ESCA,2004-04-06,06:50:00,07:05:00,BiHi,False,,,
2217,PE-13A,riparian,2004-04-06,07:55:00,08:10:00,BiHi,False,80.0,,"area flooded, had to bird from 15m south"
2186,W-6,ESCA,2004-04-06,08:40:00,08:55:00,RoJo,False,,,
2171,V-13,ESCA,2004-04-06,09:40:00,09:55:00,BiHi,False,,,
2188,EN-7B,riparian,2004-04-06,07:25:00,07:40:00,RoJo,False,,,no human activity
2187,PN-7A,riparian,2004-04-06,08:00:00,08:15:00,RoJo,False,,,no human activity
2169,U-13,ESCA,2004-04-06,08:45:00,09:00:00,BiHi,False,,,
2183,Q-7,ESCA,2004-04-07,09:25:00,09:40:00,RoJo,False,,,
2182,U-8,ESCA,2004-04-07,10:10:00,10:25:00,RoJo,False,,,
2184,O-9,ESCA,2004-04-07,08:45:00,09:00:00,RoJo,False,,,
2185,L-7,ESCA,2004-04-07,08:05:00,08:20:00,RoJo,False,,,
2264,V-18,ESCA,2004-04-07,07:50:00,08:05:00,DiSt,False,,,
2263,T-19,ESCA,2004-04-07,07:15:00,07:30:00,DiSt,False,,,
2224,X-18,ESCA,2004-04-08,07:20:00,07:35:00,BiHi,False,,,3 people walked by
2221,V-20,ESCA,2004-04-08,09:45:00,10:00:00,BiHi,False,,,
2225,PE-1D,riparian,2004-04-08,07:50:00,08:05:00,BiHi,False,80.0,,
2223,Y-19,ESCA,2004-04-08,08:30:00,08:45:00,BiHi,False,,,
2267,PE-10B,riparian,2004-04-09,09:40:00,09:55:00,DiSt,False,,,
2265,P-16,ESCA,2004-04-09,07:05:00,07:20:00,DiSt,False,,,
2220,V-18,ESCA,2004-04-09,08:15:00,08:30:00,BiHi,False,,,
2219,W-17,ESCA,2004-04-09,07:30:00,07:45:00,BiHi,False,,,
2218,W-15,ESCA,2004-04-09,06:55:00,07:10:00,BiHi,False,,,
2222,EE-15A,riparian,2004-04-09,09:00:00,09:15:00,BiHi,False,90.0,,"90% obstructed by trees except for NE, E, SE"
2266,P-18,ESCA,2004-04-09,07:45:00,08:00:00,DiSt,False,,,
2269,I-17,ESCA,2004-04-10,08:35:00,08:50:00,DiSt,False,,,
2268,M-16,ESCA,2004-04-10,07:45:00,08:00:00,DiSt,False,,,
2270,G-15,ESCA,2004-04-10,09:20:00,09:35:00,DiSt,False,,,RTHA in ironwood by road before getting out of car; BTGN detected after count to west
2272,EN-7B,riparian,2004-04-11,08:50:00,09:05:00,DiSt,False,,,
2271,W-6,ESCA,2004-04-11,08:15:00,08:30:00,DiSt,False,,,
2273,PN-7A,riparian,2004-04-11,09:35:00,09:55:00,DiSt,False,,,
2235,AD-21,ESCA,2004-04-12,09:25:00,09:40:00,BiHi,False,,,lots of traffic along Williams Field Rd
2234,PE-11A,riparian,2004-04-12,08:25:00,08:40:00,BiHi,False,,,
2233,AB-19,ESCA,2004-04-12,07:50:00,08:05:00,BiHi,False,,,
2232,AA-20,ESCA,2004-04-12,07:15:00,07:30:00,BiHi,False,,,
2179,T-13,ESCA,2004-04-13,07:45:00,08:00:00,RoJo,False,,,
2181,EE-6A,riparian,2004-04-13,06:45:00,07:00:00,RoJo,False,,,no human activity
2274,S-16,ESCA,2004-04-13,07:05:00,07:20:00,DiSt,False,,,
2177,EE-7C,riparian,2004-04-13,08:30:00,08:45:00,RoJo,False,,,no human activity
2178,T-11,ESCA,2004-04-13,08:10:00,08:25:00,RoJo,False,,,
2180,R-12,ESCA,2004-04-13,07:15:00,07:30:00,RoJo,False,,,
2174,PE-13A,riparian,2004-04-14,07:50:00,08:05:00,RoJo,False,,,no human activity
5852,NDV-M,NDV,2004-04-14,08:50:00,09:05:00,BiHi,,,,"70 degrees F, clear"
5851,NDV-X,NDV,2004-04-14,09:40:00,09:55:00,BiHi,,,,"70 degrees F, clear"
5850,NDV-N,NDV,2004-04-14,09:55:00,10:10:00,BiHi,,,,"70 degrees F, clear, no human activity"
5848,NDV-C,NDV,2004-04-14,09:20:00,09:35:00,BiHi,,,,"70 degrees F, clear, no human activity"
5846,NDV-O,NDV,2004-04-14,09:05:00,09:20:00,BiHi,,,,"70 degrees F, clear, no human activity"
2172,V-14,ESCA,2004-04-14,08:45:00,09:00:00,RoJo,False,,,
2173,V-13,ESCA,2004-04-14,08:20:00,08:35:00,RoJo,False,,,
2175,U-13,ESCA,2004-04-14,07:25:00,07:40:00,RoJo,False,,,
2176,U-12,ESCA,2004-04-14,07:00:00,07:15:00,RoJo,False,,,
2236,Z-23,ESCA,2004-04-14,07:15:00,07:30:00,BiHi,False,,,
2237,AE-23,ESCA,2004-04-14,08:15:00,08:30:00,BiHi,False,,,
2229,AF-12,ESCA,2004-04-16,07:30:00,07:45:00,BiHi,False,,,
2230,AD-10,ESCA,2004-04-16,09:20:00,09:35:00,BiHi,False,,,
2226,AA-17,ESCA,2004-04-16,10:50:00,11:05:00,BiHi,False,,,
2227,AC-16,ESCA,2004-04-16,10:15:00,10:30:00,BiHi,False,,,
2228,PN-1B,riparian,2004-04-16,06:05:00,06:20:00,BiHi,False,,,no human activity
2231,PN-2A,riparian,2004-04-16,08:15:00,08:30:00,BiHi,False,,,no human activity
2198,Y-19,ESCA,2004-04-17,07:55:00,08:10:00,RoJo,False,,,
2197,X-18,ESCA,2004-04-17,07:25:00,07:40:00,RoJo,False,,,
5537,PE-1D,riparian,2004-04-17,08:15:00,08:35:00,RoJo,,,,"No human activity.  Weather = 70F, 10%CC, 0mph wind."
2275,AF-12,ESCA,2004-04-18,07:30:00,07:45:00,DiSt,False,,,
2277,AD-10,ESCA,2004-04-18,09:35:00,09:50:00,DiSt,False,,,
2276,PN-2A,riparian,2004-04-18,08:40:00,08:55:00,DiSt,False,,,"ground cover, trees, and shrubs green"
2196,V-20,ESCA,2004-04-20,07:35:00,07:50:00,RoJo,False,,,
2195,EE-15A,riparian,2004-04-20,08:20:00,08:35:00,RoJo,False,,,no human activity
2199,V-18,ESCA,2004-04-21,07:50:00,08:05:00,RoJo,False,,,
2201,W-15,ESCA,2004-04-21,06:55:00,07:10:00,RoJo,False,,,
2278,Z-23,ESCA,2004-04-21,07:25:00,07:40:00,DiSt,False,,,
2279,AE-23,ESCA,2004-04-21,08:00:00,08:15:00,DiSt,False,,,2 helicopters flew by
2200,W-17,ESCA,2004-04-21,07:25:00,07:40:00,RoJo,False,,,
2193,AA-20,ESCA,2004-04-23,07:45:00,08:00:00,RoJo,False,,,
2194,Z-23,ESCA,2004-04-23,07:10:00,07:25:00,RoJo,False,,,
2191,PE-11A,riparian,2004-04-23,08:35:00,08:50:00,RoJo,False,,,no human activity
2280,F-8,ESCA,2004-04-23,07:15:00,07:30:00,DiSt,False,,,
2282,I-11,ESCA,2004-04-23,08:45:00,09:00:00,DiSt,False,,,
2281,EN-4B,riparian,2004-04-23,07:45:00,08:00:00,DiSt,False,,,
2192,AB-19,ESCA,2004-04-23,08:15:00,08:30:00,RoJo,False,,,
2211,NDV-X,NDV,2004-04-25,07:50:00,08:05:00,RoJo,False,,,
2210,NDV-M,NDV,2004-04-25,08:10:00,08:25:00,RoJo,False,,,
2209,AD-21,ESCA,2004-04-25,08:30:00,08:45:00,RoJo,False,,,
2208,AE-23,ESCA,2004-04-25,09:05:00,09:20:00,RoJo,False,,,
2190,NDV-N,NDV,2004-04-25,07:05:00,07:20:00,RoJo,False,,,
2189,NDV-O,NDV,2004-04-25,07:25:00,07:40:00,RoJo,False,,,
2162,AA-20,ESCA,2004-04-27,06:15:00,06:30:00,PaLo,False,,,
2205,AA-17,ESCA,2004-04-27,07:15:00,07:30:00,RoJo,False,,,
2206,AC-16,ESCA,2004-04-27,06:50:00,07:05:00,RoJo,False,,,
2245,M-16,ESCA,2004-04-27,08:20:00,08:35:00,BiHi,False,,,"cars, trucks, tractor went by"
2244,P-16,ESCA,2004-04-27,07:45:00,08:00:00,BiHi,False,,,
2243,P-18,ESCA,2004-04-27,07:10:00,07:25:00,BiHi,False,,,
2241,PE-10B,riparian,2004-04-27,06:35:00,06:50:00,BiHi,False,,,no human activity; lots of trash around
2240,T-19,ESCA,2004-04-27,06:00:00,06:15:00,BiHi,False,,,
2239,S-16,ESCA,2004-04-27,09:45:00,10:00:00,BiHi,False,,,
2238,I-17,ESCA,2004-04-27,09:00:00,09:15:00,BiHi,False,,,
2207,PN-1B,riparian,2004-04-27,06:15:00,06:30:00,RoJo,False,,,no human activity
2204,AF-12,ESCA,2004-04-28,06:40:00,06:55:00,RoJo,False,,,
2203,PN-2A,riparian,2004-04-28,07:25:00,07:40:00,RoJo,False,,,no human activity; surprisingly quiet
2202,AD-10,ESCA,2004-04-28,08:00:00,08:15:00,RoJo,False,,,
2250,N-12,ESCA,2004-04-28,09:50:00,10:05:00,BiHi,False,,,
2249,I-11,ESCA,2004-04-28,07:30:00,07:45:00,BiHi,False,,,
2248,EN-4B,riparian,2004-04-28,08:30:00,08:45:00,BiHi,False,,,no human activity
2247,F-8,ESCA,2004-04-28,09:00:00,09:15:00,BiHi,False,,,
2246,G-15,ESCA,2004-04-28,06:35:00,06:50:00,BiHi,False,,,no human activity
5847,NDV-C,NDV,2004-04-29,07:45:00,08:00:00,DiSt,,,,"hazy, 15-20mph with gusts, 65 degrees F.  Birds 20-40+ to west also counted in NDV-O.  Under counted HOSP"
5845,NDV-O,NDV,2004-04-29,08:10:00,08:25:00,DiSt,,,,"15-20 mph gusts (increasing), 65 degrees F, hazy.  Some birds 20-40+m to E counted in NDV-C.  Small dog in fenced yard barking through count."
2252,EN-7B,riparian,2004-04-30,08:00:00,08:15:00,BiHi,False,,,
2285,V-13,ESCA,2004-04-30,08:35:00,08:50:00,DiSt,False,,,
2284,U-13,ESCA,2004-04-30,07:50:00,08:05:00,DiSt,False,,,
2283,PE-13A,riparian,2004-04-30,07:15:00,07:30:00,DiSt,False,,,downed branches and woody debris prevent standing at exact point
